Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Divination,Ancient Runes,History of Magic,Potions,Charms,Flying
903,Hufflepuff,Claudio,Ackerman,1997-12-04,Left,4.541,397.0455119,6.758871662,4.113248498,-243.25293,-90.5
904,Slytherin,Janette,Coleman,2000-03-11,Right,-3.912,397.7111675,,10.37927489,-248.3285,-59.13
905,Slytherin,Donny,Lynn,1998-10-31,Right,-6.371,366.8700521,4.655958882,8.895538017,-254.7269,-128.72
906,Hufflepuff,Rafaela,Wilkins,1997-11-04,Right,1.984,336.9167347,7.623425661,4.914658994,-244.59027,7.32
907,Slytherin,Brooks,Ramsay,2000-03-13,Left,-4.166,422.3571531,7.811875863,9.852735119,-250.81829,-123.42
908,Gryffindor,Tracy,Feliciano,1998-12-24,Left,6.673,614.8204064,-5.635510551,3.438959884,-251.38113,234.39
909,Hufflepuff,Manual,Burris,1999-06-17,Right,5.209,331.7419593,3.895233513,2.455849139,-248.49429,-75.63
910,Ravenclaw,Randi,Hendrick,1999-08-26,Left,7.316,,4.388883257,5.392529891,-231.11854,7.76
911,Hufflepuff,Beatrice,Trombley,1997-07-03,Right,3.582,402.4017528,4.888372865,3.691351249,-242.16604,51.47
912,Gryffindor,Kaye,Paulk,2000-10-27,Left,5.434,553.3779852,-2.209797777,4.557514909,-252.62739,148.2
913,Ravenclaw,Janet,Creighton,1999-07-10,Right,3.327,576.1130256,4.334636086,4.057920533,-231.69681,-79.25
914,Ravenclaw,Marylou,Laporte,1998-11-27,Left,4.605,604.0343781,6.993173786,12.57543919,-229.33164,-18.81
915,Gryffindor,Louis,Falk,1998-01-01,Right,4.899,461.6397819,3.576755138,6.919305432,-242.9197,86.72
916,Hufflepuff,Quinn,Pride,1999-10-03,Right,6.826,402.8909243,2.372606826,1.942769011,-245.33235,-73.97
917,Ravenclaw,Malcolm,Lane,1997-04-03,Left,3.58,533.2967276,4.775030594,6.47495751,-230.32738,40.09
918,Gryffindor,Rayford,Denny,1997-04-17,Left,6.255,568.3881805,,1.452277255,-252.38059,197.75
919,Hufflepuff,Theo,Reese,2001-04-04,Right,3.079,366.7876323,4.149533334,,-246.30175,40.87
920,Gryffindor,Tricia,Pfeiffer,1997-12-29,Right,5.405,589.8214088,-5.466886541,2.953695118,-252.76012,218.34
921,Gryffindor,Jaime,Day,1998-01-26,Right,4.476,544.6955274,-3.409615439,1.655658263,-252.71981,115.02
922,Slytherin,Waylon,Manson,1999-01-27,Right,-5.659,406.4450756,2.70154966,8.810656043,-250.02352,-28.24
923,Ravenclaw,Clifford,Negron,2000-11-14,Right,4.899,596.1986773,5.132872465,4.036582207,-228.72762,6.06
924,Hufflepuff,Tami,Graham,1998-03-11,Right,5.381,358.7246806,4.160200208,2.071916315,-245.19524,-14.03
925,Ravenclaw,Jerri,Everhart,2000-06-06,Right,3.57,602.9836521,3.566248527,3.750726387,-230.02,18.53
926,Gryffindor,Luke,Mcgregor,2001-04-04,Left,4.009,641.8989145,-4.5049349,4.477719166,-251.99977,141.89
927,Ravenclaw,Abdul,Tam,1997-11-13,Right,5.482,609.8733001,6.355884793,11.28172801,-230.98674,-27.47
928,Hufflepuff,Reynaldo,Mcgill,2000-07-12,Left,3.457,385.9057399,0.4561260709,0.6307377307,-244.73831,54.62
929,Gryffindor,Marlin,Swartz,1998-07-26,Right,8.32,634.8984288,-6.038444469,0.6915292202,-247.43629,182.91
930,Slytherin,Felix,Cothran,1998-07-10,Right,-7.075,372.0310038,3.254556912,10.3193018,-252.66082,-81.86
931,Slytherin,Carmel,Shackelford,1998-01-09,Right,-6.735,408.6942549,-0.9562037175,4.727757559,-249.57772,56.09
932,Hufflepuff,Lucretia,Carter,2000-11-03,Right,7.172,,9.047393108,11.07547303,-240.52,-42.21
933,Gryffindor,Morton,Kaminski,1998-09-30,Left,4.689,667.4968667,-7.09960563,1.50580805,-254.43349,228.09
934,Ravenclaw,Roland,Mcginnis,1998-01-07,Right,3.866,597.7710708,,7.911229283,-231.69268,35.87
935,Slytherin,Brianne,Irons,1999-03-23,Right,-1.6,330.9916722,10.31282069,11.8523147,-244.96848,-181.47
936,Hufflepuff,Bobbie,Najera,1998-10-21,Right,2.714,350.7343714,1.0750591,1.813085979,-248.36366,3.54
937,Hufflepuff,Zenaida,Mclaurin,1999-11-07,Left,7.016,419.7907246,2.791255927,5.35464373,-244.61918,31.28
938,Ravenclaw,Ivy,Arriola,2001-03-02,Left,5.853,576.1867418,4.14907707,8.157588223,-232.12481,56.24
939,Ravenclaw,Gary,Daigle,1999-04-03,Left,3.233,567.4668412,6.943503232,10.47835472,-230.54368,25.26
940,Gryffindor,Ashleigh,Allen,1998-10-28,Left,1.27,592.829109,-5.263090198,0.9271123812,-258.72942,143.23
941,Hufflepuff,Keith,Mount,1997-03-17,Right,-5.211,390.678973,2.490877139,6.40545631,-250.64589,-53.4
942,Gryffindor,Trina,Burch,2000-11-20,Right,8.136,657.2506335,-5.577820807,4.276925441,-247.2691,201.45
943,Ravenclaw,Pam,Acevedo,1997-11-03,Left,4.962,535.4252346,4.754113666,6.531076266,-229.96892,-31.66
944,Hufflepuff,Kristy,Obrien,1999-06-15,Right,5.759,445.1987329,1.81668912,4.939090385,-245.14737,27.33
945,Gryffindor,Maurine,Culp,1998-06-12,Right,6.912,610.599133,-6.300977265,3.477618882,-250.75983,240.92
946,Hufflepuff,Tameka,Kang,1999-07-03,Right,5.046,389.2803604,5.74351232,5.936956454,-245.04442,-0.03
947,Hufflepuff,Juliana,Beckman,1997-08-02,Left,3.101,387.518197,7.127143546,5.037476165,-242.40491,15.28
948,Gryffindor,Millicent,Boles,2000-06-18,Right,3.824,622.4116377,-5.27598272,4.630003627,-254.12972,201.08
949,Hufflepuff,Valentin,Munn,2001-10-04,Right,4.308,400.9782937,3.229644973,3.176928338,-245.74133,-8.52
950,Hufflepuff,Martha,Bernal,2000-12-18,Right,5.294,415.6001776,7.090609811,6.889931998,-244.4071,-46.37
951,Gryffindor,Al,Foust,1997-05-26,Left,7.008,579.3308412,-6.706934855,1.370748672,-250.8401,252.17
952,Slytherin,Joseph,Schreiber,2001-06-02,Left,-2.355,345.5538701,10.7984911,12.38969494,-243.63957,-128.88
953,Hufflepuff,Marty,Langley,1997-05-20,Right,2.657,417.6560341,4.070712427,3.521122659,-243.3396,20.22
954,Hufflepuff,Zoe,Morrill,2001-01-23,Left,4.065,472.8254287,5.725154456,9.892493987,-243.94583,58.63
955,Slytherin,Elise,Babb,1997-01-08,Left,-4.232,429.7080301,2.434950206,7.930268233,-246.39265,11.53
956,Gryffindor,Sallie,Pierre,1997-11-13,Right,4.799,621.2369246,-8.346356422,-0.9809751741,-257.03594,275.72
957,Hufflepuff,Winona,Robison,2000-08-11,Right,3.103,370.3452936,5.152031267,6.56963056,-246.55361,-29.89
958,Hufflepuff,Suzan,Graves,1999-08-09,Left,6.953,467.6622165,2.697043404,4.783540996,-242.98969,-0.86
959,Hufflepuff,Danilo,Braun,1997-06-17,Left,5.035,439.9647071,5.456315066,4.373044928,-242.66409,62.41
960,Hufflepuff,Robbie,Wray,1997-11-19,Right,5.307,357.3276954,6.545523115,2.977347523,-245.10374,-16.07
961,Ravenclaw,Irwin,Friedman,2000-03-04,Left,4.872,603.8877212,6.960425495,4.530533588,-232.99906,-35.53
962,Gryffindor,Rufus,Hutto,2001-10-18,Right,6.261,596.9272733,-5.086427651,4.545110168,-251.36167,228.61
963,Ravenclaw,Eunice,Mcclinton,1998-02-09,Left,5.983,604.2058411,6.498961209,6.338505296,-230.91327,-66.68
964,Hufflepuff,Aurelia,Damron,1997-03-10,Left,3.491,369.6498637,5.193273454,5.177023572,-245.90092,-3.63
965,Hufflepuff,Trudy,Catlett,1997-06-24,Right,4.752,421.2790028,8.461961972,10.95262236,-244.32793,-24.55
966,Hufflepuff,Merle,Yoon,2001-03-27,Left,5.053,378.107284,5.178795743,2.851569977,-242.8177,-3.93
967,Hufflepuff,Erasmo,Matthew,1997-08-14,Left,,367.8294451,7.019576905,7.058061845,-246.21986,-62.91
968,Gryffindor,Rudolf,Childs,1997-11-25,Left,7.029,632.6979851,-4.529504515,4.40655648,-248.2284,185.89
969,Hufflepuff,Corey,Villarreal,1997-12-26,Left,2.348,317.6979699,6.230563001,3.046512654,-246.87982,10.13
970,Hufflepuff,Constance,Allen,1997-02-11,Right,4.5,403.9052648,6.183780395,3.803364582,-242.11842,-35.13
971,Slytherin,Mickey,Law,1998-09-02,Right,-6.769,445.5012724,5.604407797,13.53676212,-253.60049,-63.93
972,Ravenclaw,Erwin,Pullen,1997-04-29,Right,4.085,597.1848111,4.611326725,5.946264884,-233.00297,3.85
973,Ravenclaw,Adrianne,Nielsen,2001-03-17,Left,4.988,576.728134,4.667285555,3.355775612,-231.60624,-52.14
974,Gryffindor,Nelson,Lin,1999-05-01,Right,3.395,565.7792557,-3.37121613,3.642031302,-255.09776,146.29
975,Gryffindor,Wm,Mulkey,1999-01-13,Right,6.111,606.72382,-5.660437356,0.7834839143,-252.43894,207.27
976,Slytherin,Stephany,Arrington,1997-06-26,Right,-3.786,420.9428908,6.370211876,10.9294208,-246.6712,-67.69
977,Hufflepuff,Garret,Whitt,2000-07-04,Left,5.335,379.3925397,7.02096045,6.922956544,-244.5346,-16.02
978,Gryffindor,Shanda,Trammell,1999-12-01,Right,5.075,642.3969169,-6.942882195,2.891439849,-252.55696,227.03
979,Ravenclaw,Laverne,Lyman,2001-08-10,Right,5.351,611.7904543,3.7392776,,-230.78405,-7.31
980,Ravenclaw,Terrance,Gamble,1997-03-25,Right,6.418,659.2548818,3.431793502,8.108177615,-231.60539,46.02
981,Gryffindor,Collette,Kingsley,2001-02-12,Right,5.598,633.3117311,-7.712050784,1.086373934,-251.96294,215.07
982,Ravenclaw,Virgil,Bechtel,1996-12-04,Left,6.901,605.6336396,4.10439831,6.437951191,-231.12434,12.97
983,Ravenclaw,Walker,Baldridge,2001-09-15,Left,6.652,590.0026293,3.843372855,8.080243739,-231.38192,24.17
984,Hufflepuff,Lori,Lavigne,1999-03-03,Right,6.766,429.2072053,4.4886215,6.441428648,-245.82715,-39.31
985,Slytherin,Kevin,Easterling,1998-02-17,Right,-5.873,425.511497,3.232833715,10.61700733,-252.14371,-80.15
986,Ravenclaw,Fidel,Eagle,2001-09-10,Left,4.729,560.2076834,4.901420417,11.22953347,-232.10082,23.12
987,Gryffindor,Clair,Keener,1997-03-10,Left,7.937,570.3616375,-3.719277334,2.338879304,-245.76393,122.72
988,Ravenclaw,Landon,Barclay,2000-03-06,Left,5.048,664.002087,4.291252497,7.611582111,-230.87773,10.65
989,Ravenclaw,Delilah,Compton,2000-06-13,Left,2.489,591.8657475,4.427973479,11.7084568,-231.61223,16.41
990,Slytherin,Jaime,Gill,1998-08-26,Right,-1.719,377.5506126,7.590097862,9.953663902,-244.64844,-78.55
991,Hufflepuff,Ernestina,Faust,1998-11-05,Right,4.088,413.0609416,5.935986602,6.053988928,-245.38567,-25.94
992,Ravenclaw,Casey,Nix,2001-03-04,Left,5.583,611.8516056,,10.14546481,-232.19798,-3.77
993,Hufflepuff,Geneva,Cazares,1997-11-02,Left,3.767,369.7181091,6.229862957,3.743207716,-242.88521,13.21
994,Ravenclaw,Wade,Rau,1997-03-29,Left,7.235,680.1641353,4.974460432,5.580687599,-230.00162,-19.39
995,Slytherin,Judy,Prince,2001-09-13,Left,-6.725,427.0135093,,8.066360673,-250.67684,-9.09
996,Gryffindor,Corinne,Odum,2000-09-20,Left,3.664,540.6540073,-4.155169118,,-253.21298,124.38
997,Hufflepuff,Randall,Suarez,1999-11-26,Right,5.823,427.2526383,6.336927763,6.818488447,-242.79217,-52.27
998,Hufflepuff,Zackary,Barajas,1997-01-09,Left,3.227,410.9398222,8.7479215,10.39937158,-245.4523,9.77
999,Hufflepuff,Kristi,Holman,1997-04-24,Right,5.079,404.4266492,6.140868326,7.735978933,-245.9408,-57.27
1000,Ravenclaw,Ronny,Oliva,2001-08-07,Left,6.103,597.0879035,5.566323159,5.972391386,-232.52373,-26.46
1001,Ravenclaw,Korey,Borden,2001-04-13,Right,4.22,577.3468527,4.102926798,6.709714089,-234.8734,6.85
1002,Ravenclaw,Nathan,Colby,2001-09-19,Right,3.349,597.3060444,6.52520558,8.694805915,-231.1495,-23.84
1003,Ravenclaw,Denver,George,1999-10-04,Left,5.617,618.2598365,7.517600262,10.35547547,-230.27987,-51.02
1004,Slytherin,Jewell,Vail,2000-02-18,Left,-5.191,376.1118049,8.7129539,10.81548723,-253.16325,-176.72
1005,Gryffindor,Eli,Walton,2001-05-16,Right,3.68,590.5072282,-4.020953427,4.539026286,-253.09802,184.24
1006,Hufflepuff,Freda,Donald,2001-06-10,Right,5.343,468.8615669,5.332631774,8.237699451,-243.89829,44.24
1007,Ravenclaw,Bernadette,Seibert,2000-04-01,Right,6.638,614.7099893,4.516452639,7.701794214,-229.59802,38.15
1008,Gryffindor,Adela,Leblanc,1999-07-10,Right,4.022,624.0603494,-5.960730665,2.92595962,-255.35636,214.95
1009,Ravenclaw,Valarie,Caballero,1998-08-29,Right,3.577,581.4551443,3.702565437,5.851099703,-231.6134,17.98
1010,Hufflepuff,Bertha,Randolph,1997-10-23,Right,6.221,455.8680262,8.376021322,10.45388241,-242.65338,-47.84
1011,Slytherin,Tabitha,Goins,2000-02-03,Right,-3.749,,4.900601402,9.543399957,-246.6337,-24.78
1012,Hufflepuff,Damien,Hays,2000-06-03,Right,3.037,370.1260795,6.0016574,4.947312138,-246.32018,-0.49
1013,Gryffindor,Rocco,Hershberger,1996-12-25,Right,5.35,689.6814846,-6.741156829,5.011685359,-250.58636,236.53
1014,Gryffindor,Letha,Ali,1998-01-22,Left,6.831,596.08724,-4.805102478,1.898670464,-250.23116,193.78
1015,Ravenclaw,Alice,Sample,1999-03-07,Right,3.418,580.7135408,4.932212386,6.186262566,-230.39459,-34.25
1016,Hufflepuff,Tessa,Sills,1997-11-25,Right,6.429,437.6783018,7.127542326,7.840728693,-243.70324,-8.87
1017,Hufflepuff,Jonathon,Kaplan,1999-08-12,Right,4.742,430.1566054,6.205459621,6.217097788,-241.62688,25.61
1018,Ravenclaw,Steve,Mowery,2001-08-17,Right,2.994,618.6443813,3.46920844,3.74447125,-232.4512,48.39
1019,Gryffindor,Leann,Almond,1996-11-11,Right,5.695,575.9038113,-3.490119856,3.652956255,-252.3628,168.98
1020,Ravenclaw,Judi,Deaton,1997-01-24,Right,6.452,603.5995942,5.718628321,6.828727351,-230.16316,-22.72
1021,Slytherin,Jacques,Beaulieu,2000-07-21,Left,-3.391,418.0242413,5.666213984,11.83456836,-247.21348,-61.76
1022,Ravenclaw,Bess,Conte,1999-11-18,Left,5.772,564.5593644,6.014744429,8.357092189,-228.49771,-51.46
1023,Gryffindor,Elnora,Wells,1999-08-04,Right,4.415,554.0521041,-4.027847131,4.327172943,-255.70103,216.01
1024,Ravenclaw,Malcolm,Shelby,1999-07-13,Left,5.501,577.9287712,3.584487087,5.154806295,-233.55077,52.62
1025,Hufflepuff,Zackary,Freeman,1997-05-27,Right,,486.5746983,5.95419666,8.99728516,-243.26767,-41.96
1026,Ravenclaw,Irma,Shanahan,1998-05-02,Right,6.203,598.9640884,6.744018192,8.150685274,-230.38779,-10.81
1027,Hufflepuff,Renate,Michael,2001-09-21,Left,4.332,396.0755131,5.039300147,2.126156885,-243.64453,-74.01
1028,Ravenclaw,Kira,Paterson,1998-10-11,Left,3.971,575.3693934,4.195913891,6.540874873,-230.96385,7.86
1029,Hufflepuff,Salvador,Bills,2000-07-18,Left,4.816,382.4032449,8.475102756,5.601986626,-241.28357,-46.3
1030,Slytherin,Hattie,Mcclain,1998-03-06,Right,-3.514,441.8263545,5.493144391,10.09891422,-248.77389,-44.72
1031,Hufflepuff,Duncan,Ellington,2000-09-07,Left,5.276,340.6590841,4.125654681,2.167981421,-245.82733,-46.2
1032,Ravenclaw,Allene,Lister,2000-08-30,Right,4.532,580.9558864,5.836217026,10.00358316,-229.24551,41.89
1033,Ravenclaw,Tiffany,Timm,2000-06-30,Right,4.341,595.7646939,5.771124193,7.537489966,-231.18576,-29.52
1034,Slytherin,Gil,Flowers,1997-04-26,Left,-3.957,409.2387639,3.492155076,8.059228851,-246.27332,-7.77
1035,Gryffindor,Clifford,Cleary,2001-01-16,Left,5.439,660.4725928,-7.375741053,2.119417939,-252.5808,234.26
1036,Ravenclaw,Tyrell,Seely,2000-10-11,Left,5.142,581.4930546,5.159439837,4.504157636,-232.32374,-11.51
1037,Slytherin,Casey,Huynh,1999-08-04,Right,-3.051,441.916734,6.984962357,12.17541066,-247.09201,-75.32
1038,Hufflepuff,Randy,Prather,2000-09-13,Left,5.121,408.049642,2.280767695,4.657999523,-247.28202,12.49
1039,Gryffindor,Latricia,Townes,1997-05-27,Left,3.271,573.1964144,-5.641967529,3.003586235,-256.37382,234.59
1040,Ravenclaw,Rachael,Bullard,1997-02-25,Right,5.435,618.5679466,5.587186969,12.43091259,-230.96117,33.45
1041,Slytherin,Johnnie,Swanson,2001-07-21,Left,-4.783,439.4123117,3.808278978,11.06225537,-248.2714,-40.08
1042,Gryffindor,Taylor,Hauser,1999-11-15,Left,4.202,569.2048304,-4.035151664,3.69032308,-253.59301,185.49
1043,Ravenclaw,Santos,Blair,1999-05-17,Left,4.463,566.0693949,5.390684189,9.409833676,-228.96558,10.87
1044,Ravenclaw,Dottie,Coyne,2000-05-31,Right,6.896,606.3401297,7.101612613,8.510429654,-230.06455,-33.34
1045,Gryffindor,Rodrick,Lemons,2001-03-15,Right,5.012,649.4006025,-5.139611346,6.196535322,-253.6724,257.42
1046,Hufflepuff,Carlo,Werner,2001-04-03,Left,5.772,395.5192233,4.239151153,4.579970613,-243.8971,16.81
1047,Ravenclaw,Lourdes,Musselman,2000-10-11,Right,5.866,611.4247796,4.386431447,5.517142851,-231.59138,-13.49
1048,Ravenclaw,Garland,Bueno,2001-03-10,Left,6.651,622.5097564,4.27510251,5.081581997,-229.8442,-22.85
1049,Ravenclaw,Clayton,Graham,1998-02-07,Right,4.651,635.300084,4.000128978,5.005160198,-230.07502,10.88
1050,Slytherin,Helene,Bergeron,1997-01-04,Left,-5.007,395.8534169,5.378910732,9.476154065,-250.26927,-62.93
1051,Gryffindor,Abbie,Kiefer,2000-10-31,Left,3.91,629.092148,-7.402823805,0.6801511102,-254.42608,218.37
1052,Hufflepuff,Daniela,Crane,1998-08-04,Right,2.991,408.3242152,5.40777781,7.111512791,-243.64979,48.74
1053,Slytherin,Kory,Crowell,2000-01-14,Left,-5.135,348.0355415,7.204649027,10.0864736,-250.12716,-125.96
1054,Ravenclaw,Ramiro,Nixon,1998-01-25,Right,4.419,558.8385797,4.141368459,7.803465467,-232.53193,19.69
1055,Gryffindor,Kelli,Peeler,1997-09-18,Right,3.298,608.7276315,-3.355175572,4.914490918,-252.08512,123
1056,Ravenclaw,Joseph,Abrams,1998-02-16,Left,6.513,624.9771868,6.72903918,7.854624772,-231.97228,-65.93
1057,Ravenclaw,Tameka,Cooney,2000-05-15,Right,5.191,562.2597831,4.281893079,6.919117112,-230.32554,0.86
1058,Gryffindor,Ferdinand,Sheehan,2000-01-10,Left,4.305,582.0766035,-5.921217964,2.295259466,-253.24325,204.56
1059,Ravenclaw,Kendrick,Cate,1999-03-05,Left,5.122,660.8160424,7.313975004,8.568901809,-229.47054,-41.21
1060,Ravenclaw,Wallace,Holm,1999-07-06,Right,4.515,623.9714801,6.059215171,8.153764068,-231.1371,-15.16
1061,Gryffindor,Alda,Ocampo,1998-03-03,Right,4.566,597.3297442,-3.419850165,4.839887577,-252.28874,177.31
1062,Gryffindor,Malik,Rawlins,1996-12-31,Left,8.94,620.6842515,-5.50612159,2.782168551,-247.23607,226.14
1063,Slytherin,Ashleigh,Glynn,1997-12-17,Left,-6.922,376.3130704,1.457758876,6.891703506,-254.661,-85.57
1064,Ravenclaw,Theresa,Dougherty,1998-02-27,Left,7.297,611.9905756,4.363391004,9.783696767,-231.38649,43.75
1065,Hufflepuff,Amelia,Tindall,1996-11-25,Right,2.22,347.4120254,4.949985204,-0.1292481814,-243.7366,-9.3
1066,Hufflepuff,Royal,Houghton,1999-08-02,Left,4.56,312.7376724,4.585146036,-0.1245919409,-245.78281,-23.74
1067,Gryffindor,Mamie,Hightower,1997-12-28,Left,6.582,689.6572058,-7.429914877,3.276067146,-251.91111,270.27
1068,Hufflepuff,June,Lenz,2000-10-01,Left,6.106,398.4905964,5.837801128,7.747331307,-244.6005,10.47
1069,Ravenclaw,Eddie,Reeve,1998-04-04,Left,4.209,627.6412132,5.676711896,9.51209244,-230.67934,-0.67
1070,Hufflepuff,Jaclyn,Salter,2001-03-14,Left,3.469,328.5446156,9.823889037,7.038724199,-244.65275,-64.56
1071,Slytherin,Vilma,Cummings,2001-05-15,Right,-5.869,372.5347842,5.19238692,10.43289142,-251.92038,-105.86
1072,Hufflepuff,Chas,Birch,1999-10-01,Left,5.263,337.6545037,6.066305322,2.249722967,-244.63686,-68.62
1073,Hufflepuff,Jefferson,Sommer,1997-12-02,Left,6.328,370.1848134,5.244343733,2.996774502,-245.05749,-64.12
1074,Slytherin,Reuben,Qualls,2000-09-22,Left,-7.007,381.9538373,6.348792415,10.28818436,-254.42867,-121.06
1075,Slytherin,Theodore,Fields,1998-02-08,Left,-3.601,394.5918894,4.096357976,10.31598484,-244.66504,-26.41
1076,Ravenclaw,Rodolfo,Christiansen,2000-09-18,Right,5.404,671.6214248,6.826083337,8.279370284,-228.70425,-40.45
1077,Hufflepuff,Felicia,Billups,1999-06-10,Left,6.567,401.219579,4.914088801,3.46940666,-243.22087,-37.01
1078,Slytherin,Joseph,Hendrix,2001-08-03,Right,4.765,379.5817221,2.097497401,-0.4462063033,-244.64943,-3.7
1079,Slytherin,Lily,Dyson,1997-09-05,Left,-6.97,398.8227211,1.88353177,8.228574537,-252.08731,-29.09
1080,Ravenclaw,Ramiro,Bergeron,2000-04-09,Right,8.304,592.3140384,5.155946005,5.307126708,-230.22412,-30
1081,Slytherin,Gaylord,Beardsley,1999-09-21,Left,-6.56,384.4374214,4.029169015,7.673710873,-254.75979,-105.8
1082,Slytherin,Bridget,Briseno,1998-01-31,Left,-3.292,420.8443245,5.596166349,8.206951746,-246.02852,-30.89
1083,Hufflepuff,Trudy,Tejeda,2000-01-20,Left,4.182,413.6533638,4.110188264,5.574990515,-244.6641,13.37
1084,Gryffindor,Sydney,Plummer,1998-12-21,Left,10.032,558.3110504,-6.395423444,-1.167104991,-247.1138,205.18
1085,Gryffindor,Barb,Schulte,1997-11-27,Right,5.851,629.9832292,-5.91024055,2.420594753,-253.57815,213.76
1086,Hufflepuff,Mitch,Espinal,1998-06-14,Right,5.093,461.6550676,7.931498365,7.95985706,-240.70602,-0.94
1087,Gryffindor,Maxine,Ellington,2001-08-27,Right,3.013,559.0677417,-1.838236882,4.710657734,-255.24869,117.31
1088,Gryffindor,Grady,Pollard,2001-08-05,Left,2.651,620.178154,-6.222268522,1.827507287,-257.49466,222.01
1089,Hufflepuff,Tiffany,Piazza,2000-03-21,Right,5.343,,3.034302297,3.339903948,-244.71664,-62.22
1090,Ravenclaw,Fredric,Carlin,1997-10-03,Right,5.459,575.575473,5.88115227,6.095004624,-230.64057,-49.68
1091,Hufflepuff,Minnie,Alfred,2001-01-28,Right,5.134,428.9743276,4.089785498,7.171254385,-245.22136,7.17
1092,Hufflepuff,Vernon,Stowe,1997-09-21,Right,2.964,445.9189792,5.22315466,6.398251769,-244.14563,29.98
1093,Hufflepuff,Terri,Spring,1999-02-04,Right,7.34,473.7168029,6.085747062,7.247453559,-241.35343,-9.93
1094,Hufflepuff,Annamarie,Lehman,1999-02-07,Right,2.372,372.7792545,3.004766502,1.642619853,-243.28489,41.55
1095,Hufflepuff,Britt,Cordova,1997-11-15,Right,3.183,403.4747827,6.932683766,5.621568178,-243.73952,24.23
1096,Ravenclaw,Larry,Grimes,2001-09-01,Left,5.949,646.4913964,3.603249497,7.973245494,-230.76168,12.61
1097,Slytherin,Erin,Troy,1999-09-07,Left,-2.987,,5.551489562,7.347814702,-247.86331,-28.8
1098,Ravenclaw,Mina,Ridgeway,2000-08-17,Left,,669.637476,-7.431166982,2.583585052,-254.67353,230.37
1099,Hufflepuff,Samual,Beasley,1999-03-15,Right,6.351,392.245225,2.142664125,,-244.8755,-38.7
1100,Slytherin,Shawna,Lucero,1998-08-06,Left,-7.201,405.7195112,2.86254125,10.06831604,-252.06729,-38.23
1101,Gryffindor,Cassie,Ornelas,1997-05-02,Right,6.913,583.1475649,-5.553246505,0.1526837287,-250.46407,164.33
1102,Ravenclaw,Wendell,Oliver,1997-06-02,Left,5.667,546.1715977,6.988472353,9.36700901,-231.45268,-60.1
1103,Ravenclaw,Preston,Foltz,1997-01-16,Right,4.611,582.4939554,5.369517098,8.570619544,-230.31067,19.41
1104,Ravenclaw,Deirdre,Beauchamp,1998-01-20,Left,4.237,578.7428256,6.053557477,7.850641706,-230.83187,10.6
1105,Hufflepuff,Guy,Keeling,2000-06-01,Right,5.267,440.353112,6.452210467,8.403819132,-245.18233,-19.44
1106,Hufflepuff,Ruth,Sowell,1997-06-30,Right,3.337,311.9260923,7.031320952,1.691164995,-245.13986,-112.66
1107,Hufflepuff,Alejandro,Gilson,2001-09-28,Left,4.529,427.2737275,4.240065305,7.2419186,-244.88975,56.25
1108,Ravenclaw,Alexandra,Chesser,2001-01-04,Left,8.098,655.2136949,6.289941567,8.733176437,-230.90878,-57.26
1109,Hufflepuff,Roxann,Schuster,2000-07-09,Left,3.176,385.2473748,3.618599378,1.713890117,-244.83614,36.31
1110,Hufflepuff,Jordan,Downes,1999-05-19,Left,4.344,327.6896557,10.68904577,6.354601394,-243.87386,-68.69
1111,Slytherin,Charlie,Hyland,2001-02-08,Right,-5.103,336.6706097,8.592193567,13.12808038,-251.04789,-158.91
1112,Hufflepuff,Eduardo,Ennis,2001-05-30,Right,5.498,435.4704443,2.719985311,7.103934651,-245.50984,25.11
1113,Hufflepuff,Leonard,Strange,1998-01-28,Right,4.897,591.4038667,-6.652001786,,-256.13898,233.16
1114,Hufflepuff,Devon,Pitts,1997-06-16,Left,6.241,320.3186053,6.65548893,4.848566134,-245.38657,-50.35
1115,Hufflepuff,Andria,Crowe,2000-09-16,Left,5.126,427.6467836,5.41406659,5.656970557,-242.39369,-21.29
1116,Hufflepuff,Rodolfo,Baines,1997-04-04,Right,8.583,422.7510678,3.757820296,3.024431301,-242.09334,2.5
1117,Hufflepuff,Odessa,Melancon,1998-05-26,Right,6.209,463.9183051,4.169402114,7.8520041,-245.06447,28.78
1118,Slytherin,Marina,Horning,2001-02-07,Left,-5.151,415.7446398,4.870222787,10.44571537,-252.09192,-92.05
1119,Ravenclaw,Ellis,Hooker,1999-11-18,Left,5.012,563.4946328,4.291353574,4.826212009,-232.45789,-5.59
1120,Gryffindor,Cori,Royer,1999-09-27,Right,3.533,585.6810561,-5.089860354,2.139617455,-254.32856,184.29
1121,Ravenclaw,Raymon,Frazer,1997-10-10,Right,5.591,645.1279051,6.762306827,12.32768877,-229.04353,16.92
1122,Slytherin,Liz,Oswalt,2000-05-09,Right,,336.7813889,4.491583749,8.727331719,-252.50224,-94.19
1123,Slytherin,Phillip,Riggins,2001-05-03,Left,-5.835,346.8305871,6.475610699,9.734711181,-251.2381,-125.9
1124,Gryffindor,Sunny,Hadley,1998-09-24,Right,5.908,611.0277003,-4.686093154,3.146043036,-252.48903,215.21
1125,Gryffindor,Lawrence,Johnson,1999-10-31,Right,3.557,645.9827463,-7.248212056,2.828875734,-256.35784,242.13
1126,Slytherin,Warner,Sun,1998-01-18,Right,-5.967,385.0504107,5.479516412,12.33183437,-248.57134,-71.84
