Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Muggle Studies,Transfiguration,Care of Magical Creatures
196,Hufflepuff,Julianna,Doran,2000-08-01,Right,28482,825.5019412,8.573561389,-8.255019412,-148.6423185,1020.930906,-1.084252025
197,Ravenclaw,Velma,Coles,1998-10-16,Right,61099,-596.7967704,3.858907145,5.967967704,601.8294246,1054.619502,-0.1871303214
198,Gryffindor,Shayne,Slayton,1999-09-23,Right,46520,220.8153067,-7.674307289,-2.208153067,-835.3002103,924.1644598,0.4407498928
199,Slytherin,Lacy,Mcgowan,1998-01-15,Right,16697,-604.2535201,-3.3465421,6.042535201,-415.4256161,1047.57733,0.5220276886
200,Ravenclaw,Janelle,Salazar,2001-09-03,Right,44757,568.2809648,7.657913855,-5.682809648,-529.9841744,1045.757519,0.0530533287
201,Gryffindor,Marty,Canady,1996-11-18,Right,55048,,-7.744565644,-4.22846227,-594.7961222,929.9584747,-0.3451598789
202,Ravenclaw,Alisha,Avila,2000-05-09,Right,14522,-495.6509415,7.044105732,4.956509415,390.224032,1060.955478,
203,Ravenclaw,Patty,Prince,1999-06-12,Left,58984,-479.7182211,7.116839374,4.797182211,500.6768504,1050.271619,1.050989541
204,Gryffindor,Angie,Ladner,2001-06-01,Right,42559,547.6233911,-5.527431857,-5.476233911,-833.5692482,926.7178817,-0.5824170704
205,Hufflepuff,Renato,Sneed,2000-07-10,Right,59800,462.4728553,5.803786856,-4.624728553,-727.8216268,1061.828922,-0.3058438463
206,Gryffindor,Jung,Kim,1999-07-04,Left,35988,653.3988888,,-6.533988888,-135.7927223,935.4126841,-1.467645496
207,Hufflepuff,Marjorie,Boyer,2001-10-24,Right,30403,670.8950945,4.391258945,-6.708950945,-487.8605533,1048.062676,0.5041670894
208,Hufflepuff,Miles,Aguayo,1999-01-21,Left,67074,487.398657,6.125319934,-4.87398657,-639.4080199,1062.118895,-0.7294435399
209,Ravenclaw,Jonas,Rauch,2000-05-19,Right,26268,-559.9266516,5.157632943,5.599266516,637.7749572,1057.265362,1.174147068
210,Hufflepuff,Neville,Barrow,2001-08-01,Right,53134,292.0726764,4.182950443,-2.920726764,-612.9567857,1055.95465,0.3734962656
211,Gryffindor,Charmaine,Renfro,1999-03-10,Right,42850,676.6931114,-7.287346257,-6.766931114,-650.4851387,915.0064299,-1.37445111
212,Slytherin,Chantal,Goldman,1997-03-09,Right,5929,-762.844123,-2.277644648,7.62844123,-469.4330259,1043.103487,-0.09049945021
213,Slytherin,Steve,Vick,1999-09-05,Right,53566,,-8.847165627,4.651956065,-398.9394311,1057.463951,-2.059934713
214,Ravenclaw,Wilfred,Giordano,1999-06-02,Left,30053,-452.8449277,5.825962656,4.528449277,653.0409695,1066.566421,0.9445495786
215,Hufflepuff,Tom,Haskins,1999-12-07,Right,63924,254.0068132,6.13880534,,-365.1194872,1032.294678,-0.2276017458
216,Gryffindor,Lindy,Gracia,1998-01-14,Right,33563,747.4469703,-8.648651755,-7.474469703,-475.4161821,927.9277298,2.416330036
217,Ravenclaw,Trista,Gantt,2001-10-21,Left,59061,-360.8194983,4.909916203,3.608194983,932.4176117,1070.068478,-0.2371991203
218,Gryffindor,Jung,Layman,2001-04-20,Right,71739,559.1322739,-5.130720381,-5.591322739,-684.3185624,930.8097864,-0.4865186407
219,Gryffindor,Amelia,Sharp,2000-12-24,Left,29517,705.117945,-6.214961227,-7.05117945,-525.6287642,932.0116201,-0.07263394503
220,Hufflepuff,Shanon,Warfield,1999-09-11,Right,44780,552.664802,6.62655273,-5.52664802,-136.3319416,1025.785881,0.576521463
221,Hufflepuff,Natalia,Newberry,1997-02-11,Right,52199,552.2765764,,-5.522765764,-298.9947729,1042.676071,-0.4462134956
222,Gryffindor,Jessie,Erwin,1999-10-08,Right,30430,479.0278531,-7.74642556,-4.790278531,-230.8238164,937.0351703,0.7528054292
223,Slytherin,Dudley,Cleary,2001-02-18,Right,21194,-705.7678789,-2.940513422,7.057678789,-367.9697768,1035.493755,-0.2309088982
224,Gryffindor,Leilani,Stamps,1997-08-06,Left,32842,516.9490914,-5.335326548,-5.169490914,-103.0716515,958.6437562,-0.5751894454
225,Ravenclaw,Cecil,Tovar,2000-04-18,Right,66624,-485.3962838,1.905257349,4.853962838,731.8967318,1067.985687,0.5669853089
226,Hufflepuff,Reva,Stewart,1998-11-16,Left,69954,257.291902,3.733641655,-2.57291902,-466.6705074,1048.859657,-0.6520156233
227,Gryffindor,Emil,Harr,2001-04-28,Left,56805,306.9303529,-5.412419544,-3.069303529,-210.1783188,969.7401428,-0.004247894677
228,Hufflepuff,Juan,Daniel,1998-09-30,Left,88229,184.3132966,1.937665628,-1.843132966,-427.3880129,1061.667061,-2.524625044
229,Hufflepuff,Leandro,Mcdaniels,1997-09-06,Right,57086,606.6362613,4.74161778,-6.066362613,-438.8510791,1049.626522,-0.5810712548
230,Hufflepuff,Lyman,Behrens,1997-09-01,Left,57393,545.5868186,3.840978665,-5.455868186,-896.523781,1079.914499,0.8962316231
231,Gryffindor,Micaela,Valdes,1998-03-19,Right,42933,399.1178458,-5.549933778,-3.991178458,-395.5753502,974.7555602,0.4786732768
232,Hufflepuff,Una,Linville,1999-04-11,Left,53132,551.7909721,,-5.517909721,-798.8445818,1072.993605,-2.018882047
233,Ravenclaw,Tamra,Elrod,1999-11-12,Left,56803,-365.153203,6.087444882,3.65153203,687.0859066,1066.410533,0.2927408139
234,Hufflepuff,Wes,Dillon,1999-08-23,Left,62135,222.8277571,6.273324358,-2.228277571,-596.0573158,1054.261166,0.3388603846
235,Hufflepuff,Kendall,Pacheco,2001-05-25,Left,1775,,3.238427122,-7.525018942,0.4681370619,1011.29451,0.1639813562
236,Slytherin,Roosevelt,Cruz,2001-03-05,Right,45162,-371.6415253,-4.943742616,3.716415253,-509.6696437,1071.313029,1.089751435
237,Ravenclaw,Kurtis,Gilbert,1999-08-22,Right,79921,-362.7809783,4.994598846,3.627809783,659.975317,1050.249445,-0.6075281623
238,Hufflepuff,Lenore,Trinidad,2000-11-07,Left,,572.7822141,4.639782291,-5.727822141,-313.4671402,1034.32068,0.9739031227
239,Hufflepuff,Olivia,Murry,2001-08-12,Left,45783,545.1811996,4.032515407,-5.451811996,-415.2059019,1047.950902,0.6710134699
240,Hufflepuff,Anton,Bouchard,1997-06-04,Left,41002,500.9054166,7.43388789,-5.009054166,-470.8725793,1040.66787,0.566588941
241,Gryffindor,Dorothea,Horton,1997-01-18,Left,52433,382.3280765,-5.704310342,-3.823280765,-239.3245102,968.3324076,-0.8326577861
242,Hufflepuff,Aline,Underhill,2000-04-21,Left,38860,566.535606,2.943978302,-5.66535606,-293.3137767,1043.823148,1.674871268
243,Hufflepuff,Jana,Chitwood,1998-03-12,Left,54267,183.0743478,6.561746803,-1.830743478,-458.3751591,1051.202233,-0.04329621455
244,Hufflepuff,Karon,Mark,1999-12-20,Left,66565,361.9800102,4.45404863,-3.619800102,-866.8427273,1071.814947,-1.666024286
245,Hufflepuff,Dennis,Seidel,2001-06-22,Left,64990,285.4791954,3.851663149,-2.854791954,-564.4407452,1061.368372,0.7554354452
246,Gryffindor,Sammie,Lawton,1997-08-06,Left,44730,572.905468,-5.588384189,-5.72905468,-281.4637453,966.9474865,-0.03809823918
247,Hufflepuff,Fay,Wentz,1997-09-02,Right,48086,579.837969,2.526181536,-5.79837969,-519.6189312,1059.80603,-0.728233974
248,Gryffindor,Lisa,Paz,2001-05-07,Right,,591.4205441,-4.48270183,-5.914205441,-353.5591723,934.4976145,-1.138294966
249,Ravenclaw,Sanford,Garrett,2000-12-16,Right,68111,-396.6408923,6.04001856,3.966408923,378.6295646,1056.154227,2.179953845
250,Ravenclaw,Verda,Stephenson,2000-10-07,Right,37887,-527.9132552,4.502191862,5.279132552,607.5089202,1057.726948,0.5944463061
251,Slytherin,Kristine,Jacob,1997-05-24,Left,84659,-292.4551996,-3.783590187,2.924551996,-378.0132109,1024.479946,1.697894584
252,Slytherin,Mirna,Billingsley,2001-10-10,Left,46370,-521.43024,-6.422108374,5.2143024,-408.7238664,1027.267582,-0.9327741258
253,Gryffindor,Brandy,Fielder,1997-02-24,Left,40949,430.7461438,-6.710169597,-4.307461438,-794.2185605,939.7201817,1.614348697
254,Hufflepuff,Perla,Calvin,1997-05-13,Right,79331,404.3156755,5.594671781,-4.043156755,-607.0508709,1067.460653,-0.7318431236
255,Slytherin,Geraldo,Seaton,1999-05-14,Left,33251,-346.7189708,10.29675934,3.467189708,400.4511031,1074.821418,0.4698516621
256,Ravenclaw,Gwendolyn,Rosales,1999-01-03,Left,23241,-332.1208254,5.099589328,3.321208254,698.9124309,1076.918461,-0.10581089
257,Slytherin,Keenan,Kozlowski,1998-04-25,Left,73677,-374.5740487,-6.723347495,3.745740487,-361.5927191,1018.391264,1.043084406
258,Gryffindor,Marcia,Maes,2001-01-16,Left,48115,526.4535187,-4.936865995,-5.264535187,-159.9797958,986.7139728,0.516333093
259,Ravenclaw,Renae,Galindo,2000-03-12,Left,59773,-369.0375776,4.396988493,3.690375776,758.1367696,1062.537121,0.4457009813
260,Slytherin,Willy,Swearingen,1998-08-06,Right,26732,-606.0540261,-2.109729172,6.060540261,-650.5106927,1064.924426,0.1162076274
261,Hufflepuff,Son,Campos,2001-01-19,Left,26596,596.5666844,4.269317078,-5.965666844,-102.8193912,1012.340796,-1.537392187
262,Ravenclaw,Jung,Pullen,1998-04-06,Right,36722,-541.1413942,6.819302849,5.411413942,223.3047687,1037.943579,-0.6184517563
263,Gryffindor,Rosanne,Bradshaw,1999-10-16,Right,45877,237.5101013,-4.884012191,-2.375101013,-697.136575,940.4520859,-0.3092454773
264,Slytherin,Haydee,Stern,2000-02-05,Right,23348,-594.2921239,,5.942921239,-689.8915974,1090.06535,-0.5743434387
265,Slytherin,Aurelia,Root,1997-07-21,Left,58516,-444.7821647,-3.950041179,4.447821647,-440.355404,1058.496863,-0.8718463892
266,Slytherin,Gena,Mcdaniels,1999-02-12,Left,20184,-619.137088,-4.777998331,6.19137088,-380.3497402,1055.833701,-0.3239582043
267,Ravenclaw,Landon,Holcomb,2001-05-24,Right,60018,-592.8948431,1.869091603,5.928948431,928.3178728,1057.866106,-0.6248458971
268,Hufflepuff,Jarrett,Underhill,1996-11-26,Right,42591,474.5646657,4.972162115,-4.745646657,-418.6453052,1043.816263,0.08667840613
269,Ravenclaw,Randi,Pence,2000-02-22,Right,73356,-738.2755611,4.479951927,7.382755611,868.2736873,1043.148489,1.629717564
270,Gryffindor,Jarvis,Mcnutt,1997-09-12,Right,42293,531.0988881,-3.427691022,-5.310988881,-465.0955051,977.0619658,0.5330201677
271,Ravenclaw,Lane,Rodrigues,1998-05-10,Left,57633,-584.4620081,4.142216821,5.844620081,750.5126244,1060.606374,0.3045378322
272,Hufflepuff,Tera,Cochrane,2000-12-26,Right,42577,424.3224575,8.576817271,-4.243224575,-153.1302239,1018.686702,-0.2009796115
273,Hufflepuff,Elvis,Haddad,1998-03-26,Right,66774,227.437621,6.438242984,-2.27437621,-503.1174493,1044.191127,-1.398632412
274,Ravenclaw,Britt,Duckett,2000-07-28,Left,33010,-449.2780889,5.080018659,4.492780889,118.0837531,1036.723333,0.9334969577
275,Ravenclaw,Dan,Minnick,2000-01-25,Left,43744,-557.764179,3.18107419,5.57764179,398.7577866,1049.269896,-0.03471888541
276,Ravenclaw,Pearlie,Rousseau,1999-06-20,Left,25168,-215.1846664,7.449835638,2.151846664,516.9802177,1070.455906,0.3400788661
277,Hufflepuff,Erna,Metzler,1999-06-17,Left,42847,577.2348561,5.181160583,-5.772348561,-318.7399575,1032.636188,0.3053778436
278,Hufflepuff,Eunice,Bishop,1999-04-21,Right,41006,694.3322076,2.031245689,-6.943322076,-422.5349453,1049.52417,-0.1587429742
279,Gryffindor,Ralph,Bostick,1998-05-14,Left,,640.6720357,-4.028032265,-6.406720357,-461.7680536,953.2025373,-0.08907921462
280,Hufflepuff,Ike,Curtis,1998-01-19,Right,53099,611.134865,3.042225597,-6.11134865,-730.7727826,1072.356504,-0.4176109735
281,Ravenclaw,Adela,Marshall,2001-03-05,Left,38880,-391.3734716,5.112727755,3.913734716,617.1918911,1066.888085,-0.7522450413
282,Hufflepuff,Alejandra,Cardwell,1997-05-11,Right,72295,526.3325364,4.465065898,-5.263325364,-503.2211207,1063.017165,-2.044176808
283,Hufflepuff,Sol,Rendon,1999-02-16,Left,44094,491.5810088,3.651077278,-4.915810088,-394.2200083,1043.814334,-0.9274521334
284,Ravenclaw,Benton,Spalding,1997-06-08,Left,62759,-388.4854724,7.306829944,3.884854724,496.2515423,1044.780804,0.5355656514
285,Ravenclaw,Leisa,Lawrence,1999-12-01,Left,26116,-966.7405456,2.730728274,9.667405456,312.922762,1032.782712,-0.8037647549
286,Gryffindor,Kayla,Jameson,1997-05-29,Left,41034,651.4999609,-4.316909361,-6.514999609,-499.0272688,942.1237205,0.08213451131
287,Hufflepuff,Jody,Ricci,1999-05-04,Left,47886,480.9236332,3.870897295,-4.809236332,-428.6119946,1048.057298,0.3085015132
288,Hufflepuff,Jessie,Chung,1997-03-03,Left,52268,633.1277157,3.128570834,-6.331277157,-734.9392541,1071.0038,0.008027069961
289,Gryffindor,Calvin,Stauffer,1999-03-23,Right,36467,630.1191713,-6.005137508,-6.301191713,-439.6723601,947.1983325,-0.08892759289
290,Gryffindor,Carmen,Fulcher,1997-01-12,Left,49688,692.7692364,-4.038016149,-6.927692364,-426.2108714,923.0555131,-0.2673291861
291,Hufflepuff,Matilda,Steiner,1996-11-09,Left,56730,375.4288054,7.897291405,-3.754288054,-523.15792,1048.788932,-1.426863059
292,Hufflepuff,Neil,Briseno,1998-03-18,Right,49093,511.9677067,4.360554738,-5.119677067,-378.8986767,1038.628671,0.1829904276
293,Hufflepuff,Anibal,Abraham,1997-01-20,Left,66692,248.2113142,5.037105158,-2.482113142,-661.8316721,1055.265692,-1.043002822
294,Gryffindor,Wilburn,Okeefe,2001-05-26,Right,30788,742.2772325,-5.877094946,-7.422772325,-618.5908116,960.8971876,
295,Gryffindor,Alvina,Gragg,2001-03-15,Left,47145,419.7173768,-6.929163703,-4.197173768,-826.468166,922.9279696,-0.4468225808
296,Hufflepuff,Otto,Bruno,1996-11-22,Left,38917,541.4402798,7.28388159,-5.414402798,-597.6140322,1051.077098,1.074591875
297,Gryffindor,Lilly,Jackman,1997-02-21,Left,37702,447.4098509,-5.586751227,-4.474098509,-596.4270447,939.7940311,-0.3022803491
298,Ravenclaw,Marietta,Mireles,1997-03-26,Left,87451,-435.7746721,6.717855788,4.357746721,503.5842649,1044.42619,-1.117047833
299,Hufflepuff,Randal,Bays,1997-06-29,Left,58658,393.8507533,5.292818552,-3.938507533,-663.1607173,1055.761132,2.333844737
300,Gryffindor,Glenda,Madigan,1997-08-02,Right,52510,347.7563165,-6.337557205,-3.477563165,-351.8122573,951.3182118,
301,Hufflepuff,Luann,Lemke,1999-10-05,Right,34066,569.6190989,3.441773503,-5.696190989,-298.7061851,1031.482174,-0.06222996564
302,Slytherin,Diego,Yee,1999-06-20,Right,59442,-510.279439,-4.890462901,5.10279439,-484.3103941,1026.532143,-0.411753141
303,Hufflepuff,Marlon,Carmack,1997-06-20,Right,41732,676.2089424,1.184571468,-6.762089424,-492.0318664,1059.746214,-0.2550545694
304,Hufflepuff,Oliver,Sawyer,2001-10-07,Right,29560,532.8765968,3.289841819,-5.328765968,-553.9095057,1052.947213,1.905137615
305,Gryffindor,Brain,Kellum,2000-07-30,Right,,640.0067616,-7.285866246,-6.400067616,-279.307106,942.1232156,-0.5295097079
306,Slytherin,Tracie,Sturgeon,2001-03-28,Right,42307,-565.3845082,-6.315852665,5.653845082,-460.7079701,1063.373801,-0.4046384059
307,Ravenclaw,Rene,Upshaw,1997-01-13,Right,23403,-708.1871475,7.675923051,7.081871475,432.1411859,1047.418041,1.036636169
308,Hufflepuff,Jovita,Regalado,1999-04-07,Right,13733,970.6176788,5.783207824,-9.706176788,-709.6679238,1055.090345,-0.4174139497
309,Slytherin,Stacey,Crouse,1999-10-28,Right,37273,-614.0486162,-4.904819241,6.140486162,-505.3700103,1048.862296,1.069626802
310,Ravenclaw,Jimmie,Brantley,1999-08-15,Right,46336,,5.919673221,6.823870436,803.5439896,1065.184233,0.1598828939
311,Hufflepuff,Gene,Castleberry,1999-07-31,Left,27282,692.7433223,5.020075953,-6.927433223,-242.350035,1025.519897,0.315775117
312,Slytherin,Joesph,Crider,2000-12-26,Right,47623,-536.3390924,-7.420798918,5.363390924,-399.8240558,1080.309121,-0.3534659363
313,Hufflepuff,Lynn,Tovar,2000-01-15,Right,22301,785.245508,6.817740049,-7.85245508,-437.5178744,1029.501229,0.9279034038
314,Gryffindor,Yolanda,Crenshaw,1999-08-07,Right,46502,108.8311025,-6.608834277,-1.088311025,-475.458005,963.8653693,-1.167997539
315,Gryffindor,Jimmie,Mckeown,1998-04-25,Left,44314,820.7533902,-5.671740156,-8.207533902,-643.2946212,912.5344286,-1.733968668
316,Ravenclaw,Darwin,Kyle,1999-09-26,Right,15276,-489.4937773,6.108327708,4.894937773,497.5519983,1051.585357,-0.3863088508
317,Slytherin,Deon,Wilhelm,2001-01-27,Left,57603,-528.1439209,-6.995686116,5.281439209,-537.0728047,1062.764494,-0.2024764338
318,Slytherin,Pete,Ireland,2000-07-05,Right,55277,-443.5863705,-1.653595788,4.435863705,-466.2652387,1030.712355,-1.57840094
319,Hufflepuff,Jarod,Wolff,1996-12-08,Left,58813,410.3783719,4.797199545,-4.103783719,-565.7075195,1056.768802,0.8753495117
320,Hufflepuff,Marci,Mckinley,1999-09-03,Right,28181,558.7472152,8.82918619,-5.587472152,-378.83779,1028.259846,-0.4112434443
321,Slytherin,Albert,Hudgins,1999-05-09,Left,78806,-324.2467965,-7.476330354,3.242467965,-429.6113649,1044.414228,0.9347164694
322,Slytherin,Dick,Lash,1996-11-11,Left,54213,-303.2738721,-6.332399535,3.032738721,-174.4758741,1010.30576,0.047963106
323,Gryffindor,Lidia,Redmond,2001-10-27,Right,30151,681.5517916,-6.351586514,-6.815517916,15.3668811,975.7222725,-1.166342494
324,Hufflepuff,Arlen,Keller,1998-04-09,Right,59307,652.918828,2.237321942,-6.52918828,-577.5800963,1062.373459,0.1191312505
325,Ravenclaw,Bret,Blanco,2000-09-16,Right,63354,-335.2923358,7.294941565,3.352923358,,1046.547288,-0.7921430439
326,Ravenclaw,Shante,Lieberman,1997-11-12,Right,46393,-614.0356743,6.365450988,6.140356743,204.5881736,1044.394312,-0.7852675592
327,Slytherin,Susan,Keenan,1999-07-17,Left,72439,-439.5738713,-3.763881502,4.395738713,-454.6955397,1008.295871,0.7152611261
328,Gryffindor,Dottie,Bui,2000-10-02,Left,57434,480.3791191,-5.212369479,-4.803791191,-245.9382405,986.3498347,0.3716150276
329,Ravenclaw,Evangeline,Pickett,2001-07-23,Right,67134,-487.4867427,2.982664712,4.874867427,401.5363394,1044.322394,0.2498634695
330,Slytherin,Addie,Almanza,2001-08-14,Left,26460,-664.2350679,-4.243310595,6.642350679,-460.9448376,1067.511019,0.8930229917
331,Hufflepuff,Ivette,Bueno,1996-11-28,Right,,522.2870255,7.755895656,-5.222870255,-530.3534257,1047.545726,0.8918360541
332,Hufflepuff,Lela,Tuttle,1998-08-11,Left,36507,377.3454215,7.356246396,-3.773454215,-226.5426678,1032.330125,1.543686258
333,Hufflepuff,Hal,Sawyers,2001-01-16,Right,59027,231.7256199,5.331227845,-2.317256199,-484.6585377,1042.835447,-0.3698323832
334,Ravenclaw,Caridad,Saldivar,1997-04-25,Left,63662,-530.4087001,4.326584069,5.304087001,378.032825,1045.100784,-0.09538127263
335,Ravenclaw,Federico,Mccollum,2000-09-11,Left,60541,-585.8884288,8.652803988,5.858884288,731.2635152,1053.307159,-1.486771249
336,Slytherin,Mohamed,Bechtel,2000-11-22,Left,85107,-253.6857223,-5.600621508,2.536857223,-101.0677878,1013.000209,0.03690375755
337,Ravenclaw,Mirna,Hubbard,1998-02-27,Right,75766,-561.4264047,6.273558082,5.614264047,802.9135714,1050.98035,-0.9250455122
338,Gryffindor,Cathrine,Robey,1998-07-17,Right,19066,638.7985825,-4.180734254,-6.387985825,-118.6685538,972.0783714,-1.678887009
339,Ravenclaw,Christin,Curran,2000-04-27,Right,40544,669.262135,3.892077909,-6.69262135,-529.4304883,1050.630615,-0.1614869176
340,Slytherin,Essie,Rudd,2000-10-31,Left,28071,-691.5486867,-2.072789845,6.915486867,-744.5924509,1045.202585,-1.179742691
341,Slytherin,Garry,Sonnier,1997-08-23,Right,47990,-510.1856491,-6.913139254,5.101856491,-372.3645827,1045.45687,-0.067031859
342,Ravenclaw,Alisha,Paterson,1998-10-27,Left,55969,-534.0685617,3.600027957,5.340685617,477.9715095,1046.601767,0.8257118255
343,Hufflepuff,Dinah,Chu,2000-12-11,Left,54856,323.9406468,5.570495182,-3.239406468,-580.2853524,1051.249338,-0.1886392132
344,Slytherin,Lynwood,Maple,2000-05-23,Left,82130,-402.1060855,-6.614747374,4.021060855,-613.5016309,1030.122493,-0.9483638568
345,Ravenclaw,Constance,Romeo,2000-03-28,Right,48621,-524.7357552,3.831948392,5.247357552,,1044.825556,
346,Slytherin,Gayla,Baker,2000-04-20,Left,,-437.7123689,-2.983039535,4.377123689,-586.8083467,1043.735862,0.03433007754
347,Ravenclaw,Bob,Christmas,1998-01-12,Right,84986,-529.9789299,3.338331383,5.299789299,615.276306,1049.288852,-0.6315134269
348,Hufflepuff,Marvin,Dobbs,1997-04-20,Left,60061,249.9337835,5.417321332,-2.499337835,-720.8615112,1063.54541,1.445878499
349,Hufflepuff,Merlin,Travers,1997-06-04,Right,36793,413.0167516,3.052991455,-4.130167516,-480.5654121,1043.899937,0.003232770719
350,Gryffindor,Socorro,Shrader,1998-07-26,Right,42630,283.7866068,-6.813034457,-2.837866068,-422.5349693,967.8860253,0.00453275509
351,Ravenclaw,Bernardo,Arce,1999-06-27,Right,82681,-535.1637421,3.982915451,5.351637421,576.0822719,1042.578101,-0.5122382368
352,Gryffindor,Ines,Bess,1999-05-23,Left,39603,507.6432132,-4.284523849,-5.076432132,-562.5140157,965.4106915,-0.2650824694
353,Gryffindor,Keven,Gore,1998-10-11,Right,49462,389.7293771,-4.114701761,-3.897293771,-751.1361604,964.0600758,0.5328063973
354,Hufflepuff,Gina,Dooley,2001-08-07,Right,63699,369.8154407,5.736038752,-3.698154407,-599.5757651,1062.388245,0.05128821434
355,Gryffindor,Jefferson,Ham,2000-04-07,Right,29622,457.0559102,-4.32334523,-4.570559102,-689.5961057,945.5299672,-0.6709955347
356,Slytherin,Zenaida,Schramm,2001-07-14,Left,77425,-381.8708984,-9.563072322,3.818708984,-300.2948487,1051.337283,0.3157484081
357,Hufflepuff,Colby,Loper,2001-05-08,Left,36880,481.7930619,4.834819698,-4.817930619,-333.10482,1029.712342,0.2810388987
